DISTRICT,DIST_ENGLISH,TEHSIL,TEHSIL_ENG,RI,RI_ENG,HALKA,HALKA_ENG,VILLAGE,VILLAGE_ENG,BHUCODE_LR,VILLAGECODE_LGD,DATA_AVAILABLE_SINCE,MAP_AVAILABLE,ULB_NAME,VILLAGE_TYPE,IS_KHASRA_AVAILABLE,KHASRA_COUNT,TOTAL_AREA_KHASRA,MAP_PARCEL_COUNT,TOTAL_AREA_MAP,AABAADI_SURVEY
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00025-??????,,072-???????,Jamuniya,3.30501E+13,489232,2007-2008,Y,????? ??????,?????? ?????,Y,410,391.92,346,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00025-??????,,073-????????,Kulhuwa,3.30501E+13,489233,2007-2008,Y,????? ??????,?????? ?????,Y,200,406.25,165,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00025-??????,,074-??????,Persila,3.30501E+13,489231,2007-2008,Y,????? ??????,?????? ?????,Y,146,344.53,130,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00026-??????,,075-??????,Hinauta,3.30501E+13,489242,2007-2008,Y,????? ??????,?????? ?????,Y,692,418.97,606,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00026-??????,,076-??????,Binduli,3.30501E+13,489235,2007-2008,Y,????? ??????,?????? ?????,Y,288,162.15,223,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00026-??????,,077-??????,Singhpur (Singhpura),3.30501E+13,489236,2007-2008,Y,????? ??????,?????? ?????,Y,124,112.36,120,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00026-??????,,078-??????,Gwari,3.30501E+13,489230,2007-2008,Y,????? ??????,?????? ?????,Y,135,238.98,114,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00027-????,,079-????,Pola,3.30501E+13,489241,2007-2008,Y,????? ??????,?????? ?????,Y,422,191.29,373,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00027-????,,080-???????,Bagaswahi,3.30501E+13,489240,2007-2008,Y,????? ??????,?????? ?????,Y,253,266.93,226,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00028-????,,081-?????,Dhoda (Dhodha),3.30501E+13,489239,2007-2008,Y,????? ??????,?????? ?????,Y,696,410.56,577,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00028-????,,082-??????,Mangawan (Manguwan),3.30501E+13,489229,2007-2008,Y,????? ??????,?????? ?????,Y,310,214.18,282,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00029-?????,,083-?????,Gathaura,3.30501E+13,489248,2007-2008,Y,????? ??????,?????? ?????,Y,576,289.71,481,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00029-?????,,084-??????,Budeli,3.30501E+13,489244,2007-2008,Y,????? ??????,?????? ?????,Y,289,263.38,190,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00029-?????,,085-??????,Pauniya,3.30501E+13,489243,2007-2008,Y,????? ??????,?????? ?????,Y,269,188.92,223,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00030-??????,,086-??????,Suhjani,3.30501E+13,489247,2007-2008,Y,????? ??????,?????? ?????,Y,1183,741.17,986,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00031-??????,,087-??????,Luhari,3.30501E+13,489245,2007-2008,Y,????? ??????,?????? ?????,Y,891,593.46,721,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00031-??????,,088-????,Ladoi,3.30501E+13,489213,2007-2008,Y,????? ??????,?????? ?????,Y,542,449.82,451,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00032-???????,,089-???????,Chhitapal,3.30501E+13,489246,2007-2008,Y,????? ??????,?????? ?????,Y,271,190.5,250,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00032-???????,,090-????,Pathra,3.30501E+13,489249,2007-2008,Y,????? ??????,?????? ?????,Y,527,443.12,434,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00032-???????,,091-????,Amna,3.30501E+13,489253,2007-2008,Y,????? ??????,?????? ?????,Y,146,99.99,125,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00032-???????,,092-???????,Simariya,3.30501E+13,489277,2007-2008,Y,????? ??????,?????? ?????,Y,57,19.06,120,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00033-??????,,093-???????,Bankhedi,3.30501E+13,489256,2007-2008,Y,????? ??????,?????? ?????,Y,246,155.67,218,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00033-??????,,094-?????,Gurda,3.30501E+13,489254,2007-2008,Y,????? ??????,?????? ?????,Y,249,171.87,210,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00033-??????,,095-???????,Pipariya(Tagar),3.30501E+13,489250,2007-2008,Y,????? ??????,?????? ?????,Y,92,64.6,87,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00033-??????,,096-??????,Dhanwahi,3.30501E+13,489276,2007-2008,Y,????? ??????,?????? ?????,Y,462,245.92,475,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00034-???????,,097-???????,Koni Kalan,3.30501E+13,489257,2007-2008,Y,????? ??????,?????? ?????,Y,208,138.41,172,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00034-???????,,098-?????? ???????,Suleman Pipariya,3.30501E+13,489255,2007-2008,Y,????? ??????,?????? ?????,Y,132,149.8,120,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00034-???????,,099-???????,Padariya,3.30501E+13,489252,2007-2008,Y,????? ??????,?????? ?????,Y,240,155.53,184,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00034-???????,,100-?????????,Koni Khurd,3.30501E+13,489260,2007-2008,Y,????? ??????,?????? ?????,Y,196,179.72,166,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00035-??????(???????),,101-??????,Luhari,3.30501E+13,489258,2007-2008,Y,????? ??????,?????? ?????,Y,279,293.7,224,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00035-??????(???????),,102-???????,Anghora,3.30501E+13,489251,2007-2008,Y,????? ??????,?????? ?????,Y,225,285.76,190,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00035-??????(???????),,103-????,Khairi,3.30501E+13,489259,2007-2008,Y,????? ??????,?????? ?????,Y,126,121.5,110,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00035-??????(???????),,104-?????,Harduwa,3.30501E+13,489261,2007-2008,Y,????? ??????,?????? ?????,Y,363,328.85,331,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,105-????,Gaura,3.30501E+13,489264,2007-2008,Y,????? ??????,?????? ?????,Y,202,165.52,187,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,106-????,Naigai,3.30501E+13,489268,2007-2008,Y,????? ??????,?????? ?????,Y,83,121.53,70,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,107-???????,Pipariya,3.30501E+13,489262,2007-2008,Y,????? ??????,?????? ?????,Y,165,157.67,155,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,108-??????,Naigawan,3.30501E+13,489266,2007-2008,Y,????? ??????,?????? ?????,Y,138,108.67,133,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,109-?????,Sagda,3.30501E+13,489265,2007-2008,Y,????? ??????,?????? ?????,Y,78,73.48,74,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00036-????(????),,110-?????,Gada,3.30501E+13,489263,2007-2008,Y,????? ??????,?????? ?????,Y,142,156.5,135,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00037-????,,111-????,Kapa,3.30501E+13,489274,2007-2008,Y,????? ??????,?????? ?????,Y,236,165.22,189,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00037-????,,112-???????,Mudari,3.30501E+13,489267,2007-2008,Y,????? ??????,?????? ?????,Y,284,197.4,254,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00037-????,,113-?????????,Shyampura,3.30501E+13,489275,2007-2008,Y,????? ??????,?????? ?????,Y,74,48.65,69,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00038-?????????,,114-?????????,Indrana,3.30501E+13,489269,2007-2008,Y,????? ??????,?????? ?????,Y,411,1018.98,361,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00039-??????,,115-??????,Tikuri,3.30501E+13,489272,2007-2008,Y,????? ??????,?????? ?????,Y,308,147.14,292,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00039-??????,,116-???????,Bamhori,3.30501E+13,489198,2007-2008,Y,????? ??????,?????? ?????,Y,174,74.07,163,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00039-??????,,117-??????,Silhati,3.30501E+13,489270,2007-2008,Y,????? ??????,?????? ?????,Y,196,98.58,188,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00039-??????,,118-?????,Sarauda,3.30501E+13,489281,2007-2008,Y,????? ??????,?????? ?????,Y,343,235.59,304,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00040-??????,,119-??????,Changawan,3.30501E+13,489280,2007-2008,Y,????? ??????,?????? ?????,Y,677,272.17,651,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00040-??????,,120-?????,Samdhar,3.30501E+13,489214,2007-2008,Y,????? ??????,?????? ?????,Y,505,186.31,464,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00041-????,,121-????,Bisi,3.30501E+13,489279,2007-2008,Y,????? ??????,?????? ?????,Y,491,286.92,385,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00042-??????(?????),,122-??????,Umariya,3.30501E+13,489282,2007-2008,Y,????? ??????,?????? ?????,Y,664,393.54,568,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00042-??????(?????),,123-??????,Budrai,3.30501E+13,489278,2007-2008,Y,????? ??????,?????? ?????,Y,402,320.82,339,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00042-??????(?????),,124-????,Khakhara,3.30501E+13,489283,2007-2008,Y,????? ??????,?????? ?????,Y,222,117.39,208,,N
33-??????,Jabalpur,05-?????,Majholi,01-?????,,00042-??????(?????),,125-????????,Khamhariya,3.30501E+13,489273,2007-2008,Y,????? ??????,?????? ?????,Y,171,74.83,150,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00043-????,,126-?????,Kuda,3.30502E+13,489284,2007-2008,Y,????? ??????,?????? ?????,Y,777,355.63,795,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00043-????,,127-?????,Mandla,3.30502E+13,489291,2007-2008,Y,????? ??????,?????? ?????,Y,379,123.86,360,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00044-????,,128-????,Kanjai,3.30502E+13,489285,2007-2008,Y,????? ??????,?????? ?????,Y,1486,702.47,1267,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00044-????,,129-??????,Dhangawan,3.30502E+13,489287,2007-2008,Y,????? ??????,?????? ?????,Y,435,222.51,414,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00045-??????,,130-??????,Kailwas,3.30502E+13,489290,2007-2008,Y,????? ??????,?????? ?????,Y,795,232.3,720,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00045-??????,,131-???????,Khudawal,3.30502E+13,489288,2007-2008,Y,????? ??????,?????? ?????,Y,232,117.29,219,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00045-??????,,132-???,Tapa,3.30502E+13,489289,2007-2008,Y,????? ??????,?????? ?????,Y,431,131.37,409,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00045-??????,,133-??????,Umariya,3.30502E+13,489302,2007-2008,Y,????? ??????,?????? ?????,Y,686,144.14,641,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00046-?????,,134-?????,Diwari,3.30502E+13,489111,2007-2008,Y,????? ??????,?????? ?????,Y,381,151.65,336,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00046-?????,,135-???????,Sahajpura,3.30502E+13,489301,2007-2008,Y,????? ??????,?????? ?????,Y,308,122.6,311,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00047-??????,,136-??????,Khinni,3.30502E+13,489293,2007-2008,Y,????? ??????,?????? ?????,Y,687,300.44,649,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00047-??????,,137-?????,Kaithra,3.30502E+13,489292,2007-2008,Y,????? ??????,?????? ?????,Y,332,168.93,327,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,138-???????,Channota,3.30502E+13,489296,2007-2008,Y,????? ??????,?????? ?????,Y,238,146.16,246,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,139-?????,Kukrai,3.30502E+13,489295,2007-2008,Y,????? ??????,?????? ?????,Y,584,152.51,551,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,140-???,Amee,3.30502E+13,489299,2007-2008,Y,????? ??????,?????? ?????,Y,105,45.86,103,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,141-?????,Kingi,3.30502E+13,489297,2007-2008,Y,????? ??????,?????? ?????,Y,145,72.68,134,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,142-??????,Malhana,3.30502E+13,489298,2007-2008,Y,????? ??????,?????? ?????,Y,215,79.41,202,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,143-????,Tala,3.30502E+13,489286,2007-2008,Y,????? ??????,?????? ?????,Y,308,162.2,301,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00048-?????,,144-??????,Bardahri,3.30502E+13,489300,2007-2008,Y,????? ??????,?????? ?????,Y,251,142.82,241,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00049-?????,,145-?????,Muraith,3.30502E+13,489307,2007-2008,Y,????? ??????,?????? ?????,Y,439,504.74,433,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00049-?????,,146-???????,Ghana Kalan,3.30502E+13,489308,2007-2008,Y,????? ??????,?????? ?????,Y,701,402.84,684,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00050-?????,,147-?????,Lamkana,3.30502E+13,489304,2007-2008,Y,????? ??????,?????? ?????,Y,862,414.59,857,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00051-??????,,148-??????,Hathlewa,3.30502E+13,489305,2007-2008,Y,????? ??????,?????? ?????,Y,597,325.51,569,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00051-??????,,149-??????,Suhajani,3.30502E+13,489303,2007-2008,Y,????? ??????,?????? ?????,Y,274,140.95,222,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00051-??????,,150-???????,Bilgawan,3.30502E+13,489334,2007-2008,Y,????? ??????,?????? ?????,Y,422,228.23,341,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00052-??????,,151-??????,Lakhanpur,3.30502E+13,489314,2007-2008,Y,????? ??????,?????? ?????,Y,807,258.81,799,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00053-?????,,152-?????,Bagheli,3.30502E+13,489309,2007-2008,Y,????? ??????,?????? ?????,Y,396,157.87,367,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00053-?????,,153-??????,Majhgawan,3.30502E+13,489311,2007-2008,Y,????? ??????,?????? ?????,Y,273,148.1,255,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00053-?????,,154-??????,Magarkata,3.30502E+13,489310,2007-2008,Y,????? ??????,?????? ?????,Y,261,113.34,209,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00053-?????,,155-?????,Ghughara,3.30502E+13,489152,2007-2008,Y,????? ??????,?????? ?????,Y,485,220.35,405,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,156-????????????,Bargawan Darachi,3.30502E+13,489319,2007-2008,Y,????? ??????,?????? ?????,Y,711,386.58,615,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,157-?????????,Pondi Khurd,3.30502E+13,489317,2007-2008,Y,????? ??????,?????? ?????,Y,328,165.73,277,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,158-???????,Chhitapal,3.30502E+13,489320,2007-2008,Y,????? ??????,?????? ?????,Y,125,64.85,105,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,159-?????????,Richhi Khurd,3.30502E+13,489322,2007-2008,Y,????? ??????,?????? ?????,Y,134,88.62,134,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,160-?????,Latuwa,3.30502E+13,489321,2007-2008,Y,????? ??????,?????? ?????,Y,320,113.63,252,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,161-?????????,Dhana Khurd,3.30502E+13,489318,2007-2008,Y,????? ??????,?????? ?????,Y,81,68.08,80,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00054-????????????,,162-??????,Surekha,3.30502E+13,489313,2007-2008,Y,????? ??????,?????? ?????,Y,286,89.45,250,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00055-??????,,163-??????,Jhingrai,3.30502E+13,489315,2007-2008,Y,????? ??????,?????? ?????,Y,956,411.59,831,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00055-??????,,164-???????,Nigwani,3.30502E+13,489316,2007-2008,Y,????? ??????,?????? ?????,Y,766,328.82,653,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00055-??????,,165-???????,Bhita Kalan,3.30502E+13,489330,2007-2008,Y,????? ??????,?????? ?????,Y,296,132.07,263,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00056-???????,,166-???????,Harsingi,3.30502E+13,489328,2007-2008,Y,????? ??????,?????? ?????,Y,633,340.82,573,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00056-???????,,167-??????????,Richhi Pindrai,3.30502E+13,489329,2007-2008,Y,????? ??????,?????? ?????,Y,1014,376.42,878,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00057-???????,,168-???????,Simariya,3.30502E+13,489325,2007-2008,Y,????? ??????,?????? ?????,Y,790,361.44,706,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00057-???????,,169-??????,Alasur,3.30502E+13,489326,2007-2008,Y,????? ??????,?????? ?????,Y,270,168.84,255,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00057-???????,,170-??????? ?????,Junwani Khurd,3.30502E+13,489324,2007-2008,Y,????? ??????,?????? ?????,Y,338,89.4,300,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00057-???????,,171-??????,Bhatgawan,3.30502E+13,489323,2007-2008,Y,????? ??????,?????? ?????,Y,223,90.41,216,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00057-???????,,172-????????,Sungawan,3.30502E+13,489327,2007-2008,Y,????? ??????,?????? ?????,Y,206,118.49,170,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00058-????,,173-?????????,Bhita Khurd,3.30502E+13,489336,2007-2008,Y,????? ??????,?????? ?????,Y,196,94.98,182,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00058-????,,174-?????,Lahaud,3.30502E+13,489337,2007-2008,Y,????? ??????,?????? ?????,Y,588,292.93,504,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00058-????,,175-?????,Salaiya,3.30502E+13,489335,2007-2008,Y,????? ??????,?????? ?????,Y,244,82.19,216,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00058-????,,176-???????,Batrangi,3.30502E+13,489306,2007-2008,Y,????? ??????,?????? ?????,Y,313,226.98,298,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00059-??????,,177-??????,Sagodi,3.30502E+13,489332,2007-2008,Y,????? ??????,?????? ?????,Y,839,308.03,795,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00059-??????,,178-?????,Bodi,3.30502E+13,489333,2007-2008,Y,????? ??????,?????? ?????,Y,399,161.78,359,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00060-?????,,179-?????,Rinwajha,3.30502E+13,489342,2007-2008,Y,????? ??????,?????? ?????,Y,634,296.38,512,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00060-?????,,180-??????,Barauda,3.30502E+13,489331,2007-2008,Y,????? ??????,?????? ?????,Y,567,301.14,489,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00061-???????,,181-????????,Pondi Kalan,3.30502E+13,489343,2007-2008,Y,????? ??????,?????? ?????,Y,1027,287.06,1011,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00061-???????,,182-???????,Pipariya,3.30502E+13,489345,2007-2008,Y,????? ??????,?????? ?????,Y,578,196.12,466,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00061-???????,,183-??????,Puraina,3.30502E+13,489344,2007-2008,Y,????? ??????,?????? ?????,Y,398,150.13,335,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00062-?????,,184-??????,Ponda,3.30502E+13,489339,2007-2008,Y,????? ??????,?????? ?????,Y,1093,347.1,921,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00063-?????,,185-?????,Marhati,3.30502E+13,489341,2007-2008,Y,????? ??????,?????? ?????,Y,400,166.15,407,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00063-?????,,186-????????,Khamhariya,3.30502E+13,489045,2007-2008,Y,????? ??????,?????? ?????,Y,394,152.51,339,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00063-?????,,187-?????,Babaiya,3.30502E+13,489204,2007-2008,Y,????? ??????,?????? ?????,Y,359,180.84,326,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00064-???????,,188-???????,Baihar Kalan,3.30502E+13,489338,2007-2008,Y,????? ??????,?????? ?????,Y,716,310.68,714,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00064-???????,,189-????????,Dungariya,3.30502E+13,489199,2007-2008,Y,????? ??????,?????? ?????,Y,513,209.08,442,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00064-???????,,190-?????,Bagdhari,3.30502E+13,489340,2007-2008,Y,????? ??????,?????? ?????,Y,340,117.52,275,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00065-?????,,191-?????,Gurji,3.30502E+13,489347,2007-2008,Y,????? ??????,?????? ?????,Y,939,306.1,921,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00065-?????,,192-???? ????????,Rahta Khamhariya,3.30502E+13,489346,2007-2008,Y,????? ??????,?????? ?????,Y,539,244.17,491,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00066-??????,,193-??????,Darshani,3.30502E+13,489348,2007-2008,Y,????? ??????,?????? ?????,Y,3067,1355.49,2379,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00067-??????,,194-?????,Ronsara,3.30502E+13,489350,2007-2008,Y,????? ??????,?????? ?????,Y,682,415.44,683,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00067-??????,,195-???????,Chargawan,3.30502E+13,489169,2007-2008,Y,????? ??????,?????? ?????,Y,327,112.05,317,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00068-???????,,196-???????,Nandghat,3.30502E+13,489351,2007-2008,Y,????? ??????,?????? ?????,Y,1417,517.29,1462,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00068-???????,,197-???????,Bargawan,3.30502E+13,489349,2007-2008,Y,????? ??????,?????? ?????,Y,166,272.47,172,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00069-????,,198-?????,Talad,3.30502E+13,489353,2007-2008,Y,????? ??????,?????? ?????,Y,1315,454.75,1155,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00069-????,,199-???????,Puranhai,3.30502E+13,489352,2007-2008,Y,????? ??????,?????? ?????,Y,227,92.76,203,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00070-?????,,200-?????,Harduwa Khurd,3.30502E+13,489354,2007-2008,Y,????? ??????,?????? ?????,Y,801,524.54,766,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00070-?????,,201-????,Bandha,3.30502E+13,489355,2007-2008,Y,????? ??????,?????? ?????,Y,551,277.34,518,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00071-?????,,202-???????????,Gauraha Bhitauni,3.30502E+13,489357,2007-2008,Y,????? ??????,?????? ?????,Y,4229,1721.2,3765,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00071-?????,,203-??????,Bhutehi (Ghutehi),3.30502E+13,489356,2007-2008,Y,????? ??????,?????? ?????,Y,351,619.27,331,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00072-????????,,204-?????????,Gandhiganj,3.30502E+13,489362,2007-2008,Y,????? ??????,?????? ?????,Y,694,192.21,606,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00072-????????,,205-????,Talwa,3.30502E+13,489359,2007-2008,Y,????? ??????,?????? ?????,Y,795,330.72,729,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00072-????????,,206-??????,Naigawan,3.30502E+13,489358,2007-2008,Y,????? ??????,?????? ?????,Y,455,154.22,444,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00072-????????,,207-?????,Rajtala,3.30502E+13,489364,2007-2008,Y,????? ??????,?????? ?????,Y,209,88.34,180,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00073-??????,,208-???????,Khudawal,3.30502E+13,489360,2007-2008,Y,????? ??????,?????? ?????,Y,1865,596.86,1636,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00073-??????,,209-?????????,Baihar Khurd,3.30502E+13,489361,2007-2008,Y,??? ?????? ????? (????? ???????),?????? ?????,Y,198,102.52,190,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00074-?????? ??????,,210-??????????????,Dinari Khamhariya,3.30502E+13,489365,2007-2008,Y,????? ??????,?????? ?????,Y,3149,1133.17,2802,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00074-?????? ??????,,211-??????,Umariya,3.30502E+13,489363,2007-2008,Y,????? ??????,?????? ?????,Y,388,133.48,294,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00075-????,,212-????,Bargi,3.30502E+13,489366,2007-2008,Y,????? ??????,?????? ?????,Y,2270,894.14,2060,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00076-?????,,213-?????,Mohla,3.30502E+13,489367,2007-2008,Y,????? ??????,?????? ?????,Y,659,330.31,603,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00077-????????,,214-????? ???,Harduwa Kalan,3.30502E+13,489369,2007-2008,Y,????? ??????,?????? ?????,Y,2137,1069.88,1949,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00078-??????,,215-??????,Dhangawan,3.30502E+13,489104,2007-2008,Y,????? ??????,?????? ?????,Y,1254,610.21,986,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00079-????,,216-????,Khalari,3.30502E+13,489374,2007-2008,Y,????? ??????,?????? ?????,Y,1482,630.2,1449,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00079-????,,217-????,Hathwai,3.30502E+13,489370,2007-2008,Y,????? ??????,?????? ?????,Y,483,289.45,430,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00080-??????,,218-??????,Mahgawan,3.30502E+13,489371,2007-2008,Y,????? ??????,?????? ?????,Y,713,228.71,620,,N
